№;№(шина);Шифр ОП;Название ОП;Операции;Институт;Статус ОП;Уровень подготовки;Кафедра;Стандарт;Код и наименование УГН;Код направления;Направление подготовки;Год утв. ОП;Руководитель ОП;Администратор сайта ОП;Активная;Годы приёма;Вступительные испытания;Программа вступительных испытаний;Очная форма;Очно-заочная форма;Заочная форма;ФГОС;СУОC;Общая характеристика;Календарный учебный график;Аннотация;Рабочие программы дисциплин;Методические и иные документы;Проходной балл на очную форму;Проходной балл на очно-заочную форму;Проходной балл на заочную форму;Срок освоения по очной форме;Срок освоения по очно-заочной форме;Срок освоения по заочной форме;Сетевая форма;Совместная ОП;На иностранном языке
12951;10136;27.04.03/33.01;Системная инженерия;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;высшая инженерная школа УрФУ (департамент);СУОС;27.00.00 Управление в технических системах;'27.04.03';Системный анализ и управление;2020;Кулемин Александр Николаевич;Репринцева Наталья Евгеньевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9197;8693;27.04.03/01.01;Системная инженерия;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;высшая инженерная школа УрФУ (департамент);ФГОС ВО;27.00.00 Управление в технических системах;'27.04.03';Системный анализ и управление;2014;Кулемин Александр Николаевич;Репринцева Наталья Евгеньевна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9098;8630;22.04.01/15.01;Перспективные конструкционные материалы и высокоэффективные технологии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.01';Материаловедение и технологии материалов;2014;Березовская Вера Владимировна;Шарапова Валентина Анатольевна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12675;9861;22.04.01/33.01;Перспективные конструкционные материалы и высокоэффективные технологии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;22.00.00 Технологии материалов;'22.04.01';Материаловедение и технологии материалов;2019;Березовская Вера Владимировна;Шарапова Валентина Анатольевна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9233;8718;27.03.01/01.01;Сертификация и метрология;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Бакалавр;машиностроения (департамент);ФГОС ВО;27.00.00 Управление в технических системах;'27.03.01';Стандартизация и метрология;2014;Фивейский Андрей Михайлович;Матушкина Ирина Юрьевна;да;2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
9037;8598;22.03.02/02.01;Металлургия;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Прикладной бакалавриат;металлургии и металловедения (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.03.02';Металлургия;2014;Непряхин Сергей Олегович;Юровская Виктория Вячеславовна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
12931;10117;22.03.02/33.02;Металлургия;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Бакалавр;металлургии и металловедения (департамент);СУОС;22.00.00 Технологии материалов;'22.03.02';Металлургия;2020;Непряхин Сергей Олегович;Юровская Виктория Вячеславовна;да;2018, 2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9147;8665;22.04.02/17.01;Проектный и инвестиционно-строительный менеджмент в металлургии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2014;Неткачев Александр Борисович;Неткачев Александр Борисович;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12751;9937;22.04.02/33.05;Проектный и инвестиционно-строительный менеджмент в металлургии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;22.00.00 Технологии материалов;'22.04.02';Металлургия;2019;Неткачев Александр Борисович;Неткачев Александр Борисович;да;2019, 2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12808;9994;08.04.01/33.15;Энерго- и ресурсосберегающие процессы и оборудование в производстве строительных материалов и изделий;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;08.00.00 Техника и технологии строительства;'08.04.01';Строительство;2019;Дзюзер Владимир Яковлевич;Пономарев Владимир Борисович;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9459;8846;08.04.01/02.01;Энерго- и ресурсосберегающие процессы и оборудование в производстве строительных материалов и изделий;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;08.00.00 Техника и технологии строительства;'08.04.01';Строительство;2015;Дзюзер Владимир Яковлевич;Пономарев Владимир Борисович;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9061;8609;22.04.02/14.01;Мировой рынок сырья и металлов;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2014;Гервасьев Михаил Антонович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9296;8749;38.03.06/01.01;Общий;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Бакалавр;металлургии и металловедения (департамент);ФГОС ВО;38.00.00 Экономика и управление;'38.03.06';Торговое дело;2014;Гервасьев Михаил Антонович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12798;9984;22.04.02/33.06;Обработка металлов давлением на предприятиях металлургической и машиностроительной отраслей промышленности;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;22.00.00 Технологии материалов;'22.04.02';Металлургия;2019;Шварц Данил Леонидович;Непряхин Сергей Олегович;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13035;10220;22.03.02/33.03;Металлургия титана;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Бакалавр;металлургии и металловедения (департамент);СУОС;22.00.00 Технологии материалов;'22.03.02';Металлургия;2020;Шварц Данил Леонидович;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12028;9096;22.04.02/08.01;Обработка металлов давлением на предприятиях металлургической и машиностроительной отраслей промышленности;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2017;Шварц Данил Леонидович;Непряхин Сергей Олегович;да;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;нет;нет;нет
8809;8459;22.04.02/01.01;Бизнес-процессы в металлургии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2015;Набойченко Станислав Степанович;Маковская Ольга Юрьевна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12671;9857;12.04.02/33.01;Оптические системы и технологии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;12.00.00 Фотоника, приборостроение, оптические и биотехнические системы и технологии;'12.04.02';Оптотехника;2019;Шардаков Николай Тимофеевич;Инжеватова Ольга Владимировна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9081;8619;12.04.02/01.01;Оптические технологии;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;12.00.00 Фотоника, приборостроение, оптические и биотехнические системы и технологии;'12.04.02';Оптотехника;2014;Шардаков Николай Тимофеевич;Инжеватова Ольга Владимировна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9285;8744;18.04.01/03.01;Технология стеклообразных материалов, изделий и покрытий;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;18.00.00 Химические технологии;'18.04.01';Химическая технология;2015;Шардаков Николай Тимофеевич;Инжеватова Ольга Владимировна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12749;9935;22.04.02/33.04;Прогрессивные методы обработки металлов и сплавов давлением;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;22.00.00 Технологии материалов;'22.04.02';Металлургия;2019;Логинов Юрий Николаевич;Непряхин Сергей Олегович;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9138;8657;22.04.02/16.01;Прогрессивные методы обработки металлов и сплавов давлением;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2014;Логинов Юрий Николаевич;Непряхин Сергей Олегович;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12747;9933;22.04.02/33.02;Металлургия черных, цветных и редких металлов;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);СУОС;22.00.00 Технологии материалов;'22.04.02';Металлургия;2019;Загайнов Сергей Александрович;Гилева Лариса Юрьевна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11812;8871;22.04.02/27.01;Металлургия черных, цветных и редких металлов;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2016;Загайнов Сергей Александрович;Гилева Лариса Юрьевна;да;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.6;нет;нет;нет
11908;8978;22.04.02/29.01;Металлургия черных, цветных и редких металлов;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2016;Загайнов Сергей Александрович;Гилева Лариса Юрьевна;нет;2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11909;8979;22.04.02/30.01;Металлургия черных, цветных и редких металлов;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Магистр;инженерная школа новой индустрии (департамент);ФГОС ВО;22.00.00 Технологии материалов;'22.04.02';Металлургия;2016;Загайнов Сергей Александрович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12906;10092;15.03.05/33.02;Конструкторско-технологическое обеспечение машиностроительных производств;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Бакалавр;машиностроения (департамент);СУОС;15.00.00 Машиностроение;'15.03.05';Конструкторско-технологическое обеспечение машиностроительных производств;2020;Галкин Михаил Геннадьевич;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
8950;8543;15.03.05/02.01;Конструкторско-технологическое обеспечение машиностроительных производств;;Институт новых материалов и технологий;Действующая до завершения срока освоения;Прикладной бакалавриат;машиностроения (департамент);ФГОС ВО;15.00.00 Машиностроение;'15.03.05';Конструкторско-технологическое обеспечение машиностроительных производств;2014;Галкин Михаил Геннадьевич;;да;2014, 2015, 2016, 2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5;нет;нет;нет
8924;8529;11.04.03/01.01;Информационные технологии проектирования электронных средств;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;11.00.00 Электроника, радиотехника и системы связи;'11.04.03';Конструирование и технология электронных средств;2014;Иванов Вячеслав Элизбарович;Черных Олег Авитисович;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12645;9831;11.04.02/33.01;Проектирование систем связи;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;11.00.00 Электроника, радиотехника и системы связи;'11.04.02';Инфокоммуникационные технологии и системы связи;2019;Иванов Вячеслав Элизбарович;Черных Олег Авитисович;да;2019, 2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12646;9832;11.04.03/33.01;Информационные технологии проектирования электронных средств;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;11.00.00 Электроника, радиотехника и системы связи;'11.04.03';Конструирование и технология электронных средств;2019;Иванов Вячеслав Элизбарович;Черных Олег Авитисович;да;2019, 2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9143;8660;11.04.02/01.01;Проектирование систем связи;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;11.00.00 Электроника, радиотехника и системы связи;'11.04.02';Инфокоммуникационные технологии и системы связи;2014;Иванов Вячеслав Элизбарович;Черных Олег Авитисович;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12933;10119;27.04.04/33.01;Системы управления сложными объектами и процессами;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;27.00.00 Управление в технических системах;'27.04.04';Управление в технических системах;2020;Лисиенко Владимир Георгиевич;Телицин Вадим Вадимович;да;2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11904;8974;27.04.04/04.01;Системы управления сложными объектами и процессами;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;27.00.00 Управление в технических системах;'27.04.04';Управление в технических системах;2016;Лисиенко Владимир Георгиевич;Телицин Вадим Вадимович;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12024;9092;09.04.03/04.01;Математическая геофизика и геоинформатика;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.04.03';Прикладная информатика;2017;Акимова Елена Николаевна;Сосновский Андрей Васильевич;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12621;9807;09.04.03/33.01;Математическая геофизика и геоинформатика;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.04.03';Прикладная информатика;2019;Акимова Елена Николаевна;Сосновский Андрей Васильевич;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11921;8991;11.05.01/01.01;Радиоэлектронные системы и комплексы;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Специалист;школа профессионального и академического образования (школа);ФГОС ВО;11.00.00 Электроника, радиотехника и системы связи;'11.05.01';Радиоэлектронные системы и комплексы;2014;Язовский Александр Афонасьевич;Венедиктова Софья Михайловна;да;2014, 2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0;0;нет;нет;нет
12750;9936;11.05.01/22.01;Радиоэлектронные системы и комплексы;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Специалист;школа профессионального и академического образования (школа);ФГОС 3++;11.00.00 Электроника, радиотехника и системы связи;'11.05.01';Радиоэлектронные системы и комплексы;2019;Язовский Александр Афонасьевич;Венедиктова Софья Михайловна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9170;8676;11.04.01/03.01;Радиоэлектронные системы и устройства локации, навигации и управления;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;11.00.00 Электроника, радиотехника и системы связи;'11.04.01';Радиотехника;2014;Важенин Владимир Григорьевич;Лесная Любовь Леонидовна;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
13034;10219;09.04.02/33.03;Прикладной анализ данных;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.04.02';Информационные системы и технологии;2020;Борисов Василий Ильич;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;полностью
13110;10295;09.04.01/33.03;Инженерия машинного обучения;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2020;Борисов Василий Ильич;Котегова Анна Валерьевна;нет;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12660;9846;27.03.04/33.01;Управление в технических системах;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);СУОС;27.00.00 Управление в технических системах;'27.03.04';Управление в технических системах;2019;Цветков Александр Владимирович;Венедиктова Софья Михайловна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9306;8754;27.03.04/01.01;Управление в технических системах;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);ФГОС ВО;27.00.00 Управление в технических системах;'27.03.04';Управление в технических системах;2014;Цветков Александр Владимирович;Еголаев Василий Викторович;да;2014, 2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;нет;нет;нет
8946;8541;11.03.03/01.01;Конструирование и технология электронных средств;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);ФГОС ВО;11.00.00 Электроника, радиотехника и системы связи;'11.03.03';Конструирование и технология электронных средств;2014;Корнилов Илья Николаевич;;да;2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
12628;9814;11.03.03/33.01;Конструирование и технология электронных средств;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);СУОС;11.00.00 Электроника, радиотехника и системы связи;'11.03.03';Конструирование и технология электронных средств;2019;Корнилов Илья Николаевич;Венедиктова Софья Михайловна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11962;9032;09.03.01/05.01;Общий;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;департамент информационных технологий и автоматики;ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.03.01';Информатика и вычислительная техника;2014;Спиричева Наталия Рахматулловна;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12609;9795;09.03.01/33.01;Информатика и вычислительная техника;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.03.01';Информатика и вычислительная техника;2019;Спиричева Наталия Рахматулловна;Шашкова Вероника Валерьевна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
8892;8512;09.03.01/03.01;Информатика и вычислительная техника;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.03.01';Информатика и вычислительная техника;2014;Спиричева Наталия Рахматулловна;;да;2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;нет;нет;нет
8915;8522;09.03.02/02.01;Информационные системы и технологии в приборостроении и телекоммуникациях;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.03.02';Информационные системы и технологии;2014;Спиричева Наталия Рахматулловна;Шашкова Вероника Валерьевна;да;2014, 2015, 2016, 2017;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4.6;4.6;нет;нет;нет
12613;9799;09.04.01/33.02;Информационно-управляющие системы;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2019;Аксенов Константин Александрович;Шеклеин Алексей Александрович;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11862;8932;09.04.01/05.01;Информационно-управляющие системы и анализ данных;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2016;Аксенов Константин Александрович;Шеклеин Алексей Александрович;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
8907;8520;09.04.01/02.01;Информационно-управляющие системы;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2014;Аксенов Константин Александрович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
8945;8540;09.04.01/03.01;Компьютерный анализ и интерпретация данных;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2014;Аксенов Константин Александрович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
8820;8464;27.04.04/01.01;Бортовая и наземная аппаратура ракетных комплексов;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;27.00.00 Управление в технических системах;'27.04.04';Управление в технических системах;2014;Телицин Вадим Вадимович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9310;8757;27.04.04/03.01;Управление и информатика в технологических процессах;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;27.00.00 Управление в технических системах;'27.04.04';Управление в технических системах;2014;Телицин Вадим Вадимович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9201;8697;27.04.04/02.01;Системы управления ракетными комплексами;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;27.00.00 Управление в технических системах;'27.04.04';Управление в технических системах;2014;Телицин Вадим Вадимович;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9254;8727;02.04.03/01.01;Теоретические основы информатики;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;02.00.00 Компьютерные и информационные науки;'02.04.03';Математическое обеспечение и администрирование информационных систем;2014;Ермакова Галина Михайловна;Белоусова Вероника Игоревна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12608;9794;02.04.03/33.01;Теоретические основы информатики;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;02.00.00 Компьютерные и информационные науки;'02.04.03';Математическое обеспечение и администрирование информационных систем;2019;Ермакова Галина Михайловна;Белоусова Вероника Игоревна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12612;9798;09.04.01/33.01;Аналитика больших данных и методы видеоанализа;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2019;Гайнанов Дамир Насибуллович;Овечкина Вероника Викторовна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
8790;8448;09.04.01/04.01;Аналитика больших данных и методы видеоанализа;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);ФГОС ВО;09.00.00 Информатика и вычислительная техника;'09.04.01';Информатика и вычислительная техника;2015;Гайнанов Дамир Насибуллович;Белоусов Иван Николаевич;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
8983;8562;02.03.03/01.01;Математическое обеспечение и администрирование информационных систем;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);ФГОС ВО;02.00.00 Компьютерные и информационные науки;'02.03.03';Математическое обеспечение и администрирование информационных систем;2014;Белоусова Вероника Игоревна;;нет;2015, 2016;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
9282;8742;29.03.03/01.01;Технология полиграфического и упаковочного производства;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Бакалавр;школа бакалавриата (школа);ФГОС ВО;29.00.00 Технологии легкой промышленности;'29.03.03';Технология полиграфического и упаковочного производства;2014;Тягунов Андрей Геннадьевич;Воробьев Сергей Александрович;да;2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
13129;10314;09.04.04/33.03;Промышленные графические системы и цифровые фототехнологии;;Институт радиоэлектроники и информационных технологий - РтФ;Действующая до завершения срока освоения;Магистр;школа профессионального и академического образования (школа);СУОС;09.00.00 Информатика и вычислительная техника;'09.04.04';Программная инженерия;2020;Тягунов Андрей Геннадьевич;Воробьев Сергей Александрович;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
